,miRNA,Target
78289,hsa-miR-485-3p/hsa-miR-539-3p,RIPPLY3
78290,hsa-miR-339-5p,ICOSLG
78291,hsa-miR-665,TRIM41
78292,hsa-miR-451a,
78293,hsa-miR-187-3p,
78294,hsa-miR-328-3p,HIC1
78295,hsa-miR-493-3p,POLDIP2
78296,hsa-miR-412-5p,
78297,hsa-miR-134-5p/hsa-miR-3118,MRVI1
78298,hsa-miR-147b,
78299,hsa-miR-503-5p,ANKRD13B
78300,hsa-miR-485-5p/hsa-miR-6884-5p,ECE2
78301,hsa-miR-874-3p,LDB1
78302,hsa-miR-329-3p/hsa-miR-362-3p,PDE5A
78303,hsa-miR-652-3p,
78304,hsa-miR-133a-3p.1,SUPT16H
78305,hsa-miR-450a-5p,
78306,hsa-miR-487b-3p,
78307,hsa-miR-331-3p,WAC
78308,hsa-miR-184,
78309,hsa-miR-615-3p,
78310,hsa-miR-210-3p,
78311,hsa-miR-126-3p.2,
78312,hsa-miR-127-3p,
78313,hsa-miR-758-3p,A1CF
78314,hsa-miR-423-3p,
78315,hsa-miR-744-5p,
78316,hsa-miR-490-3p,NRIP3
78317,hsa-miR-151a-5p/hsa-miR-151b,
78318,hsa-miR-551a/hsa-miR-551b-3p,
78319,hsa-miR-185-5p/hsa-miR-4306/hsa-miR-4644,ST7L
78320,hsa-miR-193a-5p,DSCAML1
78321,hsa-miR-200b-3p/hsa-miR-200c-3p/hsa-miR-429,ULK2
78322,hsa-miR-182-5p,PTPN4
78323,hsa-miR-101-3p.2,ZBTB10
78324,hsa-miR-130a-3p/hsa-miR-130b-3p/hsa-miR-301a-3p/hsa-miR-301b-3p/hsa-miR-3666/hsa-miR-4295/hsa-miR-454-3p,SEC31B
78325,hsa-miR-9-5p,HS3ST3B1
78326,hsa-miR-1271-5p/hsa-miR-96-5p,COL13A1
78327,hsa-miR-493-5p,DIP2C
78328,hsa-miR-499a-5p,THRA
78329,hsa-miR-208a-3p/hsa-miR-208b-3p,IL1RAPL1
78330,hsa-miR-128-3p/hsa-miR-216a-3p/hsa-miR-3681-3p,CXADR
78331,hsa-miR-106a-5p/hsa-miR-106b-5p/hsa-miR-17-5p/hsa-miR-20a-5p/hsa-miR-20b-5p/hsa-miR-519d-3p/hsa-miR-526b-3p/hsa-miR-93-5p,USP24
78332,hsa-miR-340-5p,PLXNC1
78333,hsa-miR-142-3p.2,GSE1
78334,hsa-miR-144-3p,AHCY
78335,hsa-miR-27a-3p/hsa-miR-27b-3p,CDK18
78336,hsa-miR-145-5p/hsa-miR-5195-3p,FGD6
78337,hsa-miR-101-3p.1,FBN2
78338,hsa-miR-141-3p/hsa-miR-200a-3p,CHD9
78339,hsa-miR-30a-5p/hsa-miR-30b-5p/hsa-miR-30c-5p/hsa-miR-30d-5p/hsa-miR-30e-5p,CSNK1A1
78340,hsa-miR-124-3p.1,NACC2
78341,hsa-miR-181a-5p/hsa-miR-181b-5p/hsa-miR-181c-5p/hsa-miR-181d-5p/hsa-miR-4262,HEY2
78342,hsa-miR-300/hsa-miR-381-3p,AFF4
78343,hsa-miR-133a-3p.2/hsa-miR-133b,PSD3
78344,hsa-miR-129-5p,XKR6
78345,hsa-miR-140-3p.1,NFIB
78346,hsa-let-7a-5p/hsa-let-7b-5p/hsa-let-7c-5p/hsa-let-7d-5p/hsa-let-7e-5p/hsa-let-7f-5p/hsa-let-7g-5p/hsa-let-7i-5p/hsa-miR-4458/hsa-miR-4500/hsa-miR-98-5p,STRN
78347,hsa-miR-302a-3p/hsa-miR-302b-3p/hsa-miR-302c-3p.1/hsa-miR-302d-3p/hsa-miR-302e/hsa-miR-372-3p/hsa-miR-373-3p/hsa-miR-520a-3p/hsa-miR-520b/hsa-miR-520c-3p/hsa-miR-520d-3p/hsa-miR-520e,RSRC2
78348,hsa-miR-183-5p.2,SOX5
78349,hsa-miR-323a-3p,EEA1
78350,hsa-miR-31-5p,CEP85L
78351,hsa-miR-129-1-3p/hsa-miR-129-2-3p,PURA
78352,hsa-miR-1-3p/hsa-miR-206/hsa-miR-613,HSPD1
78353,hsa-miR-3167/hsa-miR-876-5p,TSC22D2
78354,hsa-miR-183-5p.1,AUTS2
78355,hsa-miR-135a-5p/hsa-miR-135b-5p,NEFM
78356,hsa-miR-124-3p.2/hsa-miR-506-3p,PDE3B
78357,hsa-miR-34a-5p/hsa-miR-34c-5p/hsa-miR-449a/hsa-miR-449b-5p,RRAGD
78358,hsa-miR-142-5p/hsa-miR-5590-3p,CCNT2
78359,hsa-miR-802,EPHA5
78360,hsa-miR-421,SOX6
78361,hsa-miR-103a-3p/hsa-miR-107,GPCPD1
78362,hsa-miR-25-3p/hsa-miR-32-5p/hsa-miR-363-3p/hsa-miR-367-3p/hsa-miR-92a-3p/hsa-miR-92b-3p,RAP1B
78363,hsa-miR-582-5p,HMGB2
78364,hsa-miR-29a-3p/hsa-miR-29b-3p/hsa-miR-29c-3p,PCSK5
78365,hsa-miR-495-3p/hsa-miR-5688,ST8SIA2
78366,hsa-miR-138-5p,SHANK2
78367,hsa-miR-299-5p,PAPPA2
78368,hsa-miR-219a-5p/hsa-miR-4782-3p/hsa-miR-6766-3p,DCAF10
78369,hsa-miR-137,CHD7
78370,hsa-miR-203a-3p.1,TRIM71
78371,hsa-miR-190a-5p/hsa-miR-190b,MKL2
78372,hsa-miR-21-5p/hsa-miR-590-5p,PPP3CA
78373,hsa-miR-155-5p,GSK3B
78374,hsa-miR-501-3p/hsa-miR-502-3p,DOK6
78375,hsa-miR-455-3p.1,DNAJB1
78376,hsa-miR-10a-5p/hsa-miR-10b-5p,CNNM4
78377,hsa-miR-1297/hsa-miR-26a-5p/hsa-miR-26b-5p/hsa-miR-4465,SLC4A4
78378,hsa-miR-410-3p,KIT
78379,hsa-miR-543,ERLIN2
78380,hsa-miR-302c-3p.2/hsa-miR-520f-3p,FAM222A
78381,hsa-miR-122-5p,BHLHE41
78382,hsa-miR-142-3p.1,UTY
78383,hsa-miR-125a-5p/hsa-miR-125b-5p/hsa-miR-4319,PDE7A
78384,hsa-miR-140-3p.2,OGFRL1
78385,hsa-miR-374a-5p/hsa-miR-374b-5p,PSD2
78386,hsa-miR-132-3p/hsa-miR-212-3p,FOXP2
78387,hsa-miR-100-5p/hsa-miR-99a-5p/hsa-miR-99b-5p,
78388,hsa-miR-199a-3p/hsa-miR-199b-3p/hsa-miR-3129-5p,SUMO3
78389,hsa-miR-148a-3p/hsa-miR-148b-3p/hsa-miR-152-3p,YWHAB
78390,hsa-miR-325-3p,GJB6
78391,hsa-miR-489-3p,PDS5A
78392,hsa-miR-365a-3p/hsa-miR-365b-3p,RSF1
78393,hsa-miR-223-3p,TXLNG
78394,hsa-miR-653-5p,PCNP
78395,hsa-miR-139-5p,DHX15
78396,hsa-miR-505-3p.1,FBXL4
78397,hsa-miR-218-5p,FAM3C
78398,hsa-miR-202-5p,DDR2
78399,hsa-miR-483-3p.2,NR6A1
78400,hsa-miR-24-3p,YBX2
78401,hsa-miR-18a-5p/hsa-miR-18b-5p/hsa-miR-4735-3p,SMARCC2
78402,hsa-miR-1298-5p,C6orf223
78403,hsa-miR-204-5p/hsa-miR-211-5p,MAFG
78404,hsa-miR-433-3p,ZC3H6
78405,hsa-miR-376a-3p/hsa-miR-376b-3p,OTUD3
78406,hsa-miR-216b-5p,ATP6V0A2
78407,hsa-miR-22-3p,ABCG8
78408,hsa-miR-383-5p.1,RSF1
78409,hsa-miR-203a-3p.2,KIF2A
78410,hsa-miR-455-3p.2,ATP8A1
78411,hsa-miR-19a-3p/hsa-miR-19b-3p,RAP1A
78412,hsa-miR-455-5p,LHX9
78413,hsa-miR-496.1,HNRNPA1
78414,hsa-miR-452-5p/hsa-miR-4676-3p/hsa-miR-892c-3p,TNPO1
78415,hsa-miR-369-3p,ZNF281
78416,hsa-miR-188-5p/hsa-miR-6866-3p,TRIM13
78417,hsa-miR-221-3p/hsa-miR-222-3p,SLC4A4
78418,hsa-miR-146a-5p/hsa-miR-146b-5p/hsa-miR-7153-5p,NOVA1
78419,hsa-miR-361-5p,TGFB2
78420,hsa-miR-377-3p,CCNT2
78421,hsa-miR-224-5p,DPYSL2
78422,hsa-miR-7-5p,SLC4A4
78423,hsa-miR-126-3p.1,
78424,hsa-miR-130a-5p/hsa-miR-23a-3p/hsa-miR-23b-3p/hsa-miR-23c,CNOT6L
78425,hsa-miR-6835-3p,POLG
78426,hsa-miR-15a-5p/hsa-miR-15b-5p/hsa-miR-16-5p/hsa-miR-195-5p/hsa-miR-424-5p/hsa-miR-497-5p/hsa-miR-6838-5p,IPO7
78427,hsa-miR-143-3p/hsa-miR-4770/hsa-miR-6088,MARCKS
78428,hsa-miR-496.2,DHX30
78429,hsa-miR-196a-5p/hsa-miR-196b-5p,UBE2G2
78430,hsa-miR-3529-5p/hsa-miR-379-5p,
78431,hsa-miR-374c-5p/hsa-miR-655-3p,PELI2
78432,hsa-miR-219a-2-3p,SH3BP5
78433,hsa-miR-194-5p,SNX29
78434,hsa-miR-199a-5p/hsa-miR-199b-5p,PPP1R2
78435,hsa-miR-28-3p,
78436,hsa-miR-140-5p,NUMBL
78437,hsa-miR-342-3p,IPO9
78438,hsa-miR-192-5p/hsa-miR-215-5p,EIF5A2
78439,hsa-miR-409-3p,GRHL3
78440,hsa-miR-382-3p,MOSPD1
78441,hsa-miR-483-3p.1,
78442,hsa-miR-324-5p,MEX3C
78443,hsa-miR-411-5p.1,
78444,hsa-miR-1224-5p,NOLC1
78445,hsa-miR-150-5p,ARIH2
78446,hsa-miR-378a-3p/hsa-miR-378b/hsa-miR-378c/hsa-miR-378d/hsa-miR-378e/hsa-miR-378f/hsa-miR-378h/hsa-miR-378i/hsa-miR-422a,CAMK1D
78447,hsa-miR-136-5p,ESRRG
78448,hsa-miR-151a-3p,
78449,hsa-miR-873-5p.1,CTBP2
78450,hsa-miR-486-5p,GAPVD1
78451,hsa-miR-1306-5p,CXADR
78452,hsa-miR-491-5p,DERL3
78453,hsa-miR-33a-5p/hsa-miR-33b-5p,STYX
78454,hsa-miR-544a,CAPZB
78455,hsa-miR-425-5p,POU2F2
78456,hsa-miR-1249-3p,
78457,hsa-miR-330-3p,APH1B
78458,hsa-miR-379-3p/hsa-miR-411-3p,ATP6V1H
78459,hsa-miR-28-5p/hsa-miR-3139/hsa-miR-708-5p,KDM5C
78460,hsa-miR-532-3p,MAP7
78461,hsa-miR-668-3p,U2AF2
78462,hsa-miR-371a-5p,COLEC10
78463,hsa-miR-448,GRID2
78464,hsa-miR-338-3p,XRN1
78465,hsa-miR-873-5p.2,TSHZ1
78466,hsa-miR-205-5p,PSMA4
78467,hsa-miR-326/hsa-miR-330-5p,SUGT1
78468,hsa-miR-216a-5p,MSL2
78469,hsa-miR-154-3p/hsa-miR-487a-3p,ARID2
78470,hsa-miR-149-5p,KCNS1
78471,hsa-miR-1193/hsa-miR-370-5p,REPS2
78472,hsa-miR-214-5p,ZG16
78473,hsa-miR-542-3p,PUM2
78474,hsa-miR-494-3p,PRICKLE2
78475,hsa-miR-504-5p.1,ANXA7
78476,hsa-miR-191-5p,
78477,hsa-miR-431-5p,ALG9
78478,hsa-miR-384,NFAT5
78479,hsa-miR-375,DNAJC16
78480,hsa-miR-376c-3p,ARFGEF2
78481,hsa-miR-383-5p.2,CCDC171
78482,hsa-miR-217/hsa-miR-6807-3p,USP7
78483,hsa-miR-1251-5p,
78484,hsa-miR-3064-5p/hsa-miR-6504-5p,SLC30A2
78485,hsa-miR-409-5p,
78486,hsa-miR-362-5p,PIK3CB
78487,hsa-miR-193a-3p/hsa-miR-193b-3p,DYRK1A
78488,hsa-miR-411-5p.2,
78489,hsa-miR-488-3p,NSUN3
78490,hsa-miR-296-3p,
78491,hsa-miR-335-5p,BAG2
78492,hsa-miR-877-5p,
78493,hsa-miR-299-3p,
78494,hsa-miR-154-5p,CNOT4
78495,hsa-miR-296-5p,KCNA6
78496,hsa-miR-346,KCMF1
78497,hsa-miR-382-5p,SAE1
78498,hsa-miR-153-3p,TMEM151B
78499,hsa-miR-670-3p,DDX54
78500,hsa-miR-212-5p,SV2A
78501,hsa-miR-186-5p,EIF2B2
78502,hsa-miR-532-5p,MPP7
78503,hsa-miR-875-5p,
78504,hsa-miR-505-3p.2,FAM174B
78505,hsa-miR-320a/hsa-miR-320b/hsa-miR-320c/hsa-miR-320d/hsa-miR-4429,GPD1L
78506,hsa-miR-760,SPSB4
78507,hsa-miR-3184-5p/hsa-miR-423-5p,WT1
78508,hsa-miR-1197,SLC29A1
78509,hsa-miR-485-3p/hsa-miR-539-3p,HOXB2
78510,hsa-miR-339-5p,GEMIN6
78511,hsa-miR-665,MED29
78512,hsa-miR-451a,
78513,hsa-miR-187-3p,
78514,hsa-miR-328-3p,NRIP1
78515,hsa-miR-493-3p,EPS8
78516,hsa-miR-412-5p,
78517,hsa-miR-134-5p/hsa-miR-3118,RAD51
78518,hsa-miR-147b,
78519,hsa-miR-503-5p,PPP1R11
78520,hsa-miR-485-5p/hsa-miR-6884-5p,MMS19
78521,hsa-miR-874-3p,TNNI1
78522,hsa-miR-329-3p/hsa-miR-362-3p,NET1
78523,hsa-miR-652-3p,
78524,hsa-miR-133a-3p.1,CDKN2AIP
78525,hsa-miR-450a-5p,
78526,hsa-miR-487b-3p,
78527,hsa-miR-331-3p,KCNC3
78528,hsa-miR-184,
78529,hsa-miR-615-3p,
78530,hsa-miR-210-3p,
78531,hsa-miR-126-3p.2,
78532,hsa-miR-127-3p,
78533,hsa-miR-758-3p,ABCA1
78534,hsa-miR-423-3p,
78535,hsa-miR-744-5p,
78536,hsa-miR-490-3p,GAL3ST3
78537,hsa-miR-151a-5p/hsa-miR-151b,
78538,hsa-miR-551a/hsa-miR-551b-3p,
78539,hsa-miR-185-5p/hsa-miR-4306/hsa-miR-4644,MYLK
78540,hsa-miR-193a-5p,KIAA0100
78541,hsa-miR-200b-3p/hsa-miR-200c-3p/hsa-miR-429,HIPK2
78542,hsa-miR-182-5p,DMXL1
78543,hsa-miR-101-3p.2,ADAMTSL3
78544,hsa-miR-130a-3p/hsa-miR-130b-3p/hsa-miR-301a-3p/hsa-miR-301b-3p/hsa-miR-3666/hsa-miR-4295/hsa-miR-454-3p,ESR1
78545,hsa-miR-9-5p,MAP2K7
78546,hsa-miR-1271-5p/hsa-miR-96-5p,DLGAP2
78547,hsa-miR-493-5p,NRXN3
78548,hsa-miR-499a-5p,GJA9
78549,hsa-miR-208a-3p/hsa-miR-208b-3p,SNX2
78550,hsa-miR-128-3p/hsa-miR-216a-3p/hsa-miR-3681-3p,EML1
78551,hsa-miR-106a-5p/hsa-miR-106b-5p/hsa-miR-17-5p/hsa-miR-20a-5p/hsa-miR-20b-5p/hsa-miR-519d-3p/hsa-miR-526b-3p/hsa-miR-93-5p,NFAT5
78552,hsa-miR-340-5p,IGF2BP3
78553,hsa-miR-142-3p.2,SNX12
78554,hsa-miR-144-3p,MBNL3
78555,hsa-miR-27a-3p/hsa-miR-27b-3p,LIMK1
78556,hsa-miR-145-5p/hsa-miR-5195-3p,TRIO
78557,hsa-miR-101-3p.1,FBXW11
78558,hsa-miR-141-3p/hsa-miR-200a-3p,RIMS1
78559,hsa-miR-30a-5p/hsa-miR-30b-5p/hsa-miR-30c-5p/hsa-miR-30d-5p/hsa-miR-30e-5p,REV1
78560,hsa-miR-124-3p.1,EEA1
78561,hsa-miR-181a-5p/hsa-miR-181b-5p/hsa-miR-181c-5p/hsa-miR-181d-5p/hsa-miR-4262,ADO
78562,hsa-miR-300/hsa-miR-381-3p,APBA1
78563,hsa-miR-133a-3p.2/hsa-miR-133b,SCOC
78564,hsa-miR-129-5p,GGNBP2
78565,hsa-miR-140-3p.1,KIF5A
78566,hsa-let-7a-5p/hsa-let-7b-5p/hsa-let-7c-5p/hsa-let-7d-5p/hsa-let-7e-5p/hsa-let-7f-5p/hsa-let-7g-5p/hsa-let-7i-5p/hsa-miR-4458/hsa-miR-4500/hsa-miR-98-5p,IGF2BP2
78567,hsa-miR-302a-3p/hsa-miR-302b-3p/hsa-miR-302c-3p.1/hsa-miR-302d-3p/hsa-miR-302e/hsa-miR-372-3p/hsa-miR-373-3p/hsa-miR-520a-3p/hsa-miR-520b/hsa-miR-520c-3p/hsa-miR-520d-3p/hsa-miR-520e,SS18L1
78568,hsa-miR-183-5p.2,ZFYVE26
78569,hsa-miR-323a-3p,METAP2
78570,hsa-miR-31-5p,PAX5
78571,hsa-miR-129-1-3p/hsa-miR-129-2-3p,TNPO3
78572,hsa-miR-1-3p/hsa-miR-206/hsa-miR-613,EIF4E
78573,hsa-miR-3167/hsa-miR-876-5p,ENAH
78574,hsa-miR-183-5p.1,CAND1
78575,hsa-miR-135a-5p/hsa-miR-135b-5p,RAB39B
78576,hsa-miR-124-3p.2/hsa-miR-506-3p,RYK
78577,hsa-miR-34a-5p/hsa-miR-34c-5p/hsa-miR-449a/hsa-miR-449b-5p,ABR
78578,hsa-miR-142-5p/hsa-miR-5590-3p,CERCAM
78579,hsa-miR-802,CPEB3
78580,hsa-miR-421,NCAM1
78581,hsa-miR-103a-3p/hsa-miR-107,ZFPM2
78582,hsa-miR-25-3p/hsa-miR-32-5p/hsa-miR-363-3p/hsa-miR-367-3p/hsa-miR-92a-3p/hsa-miR-92b-3p,SH3D19
78583,hsa-miR-582-5p,NAA15
78584,hsa-miR-29a-3p/hsa-miR-29b-3p/hsa-miR-29c-3p,SERBP1
78585,hsa-miR-495-3p/hsa-miR-5688,ZCCHC14
78586,hsa-miR-138-5p,SLC16A2
78587,hsa-miR-299-5p,SGK1
78588,hsa-miR-219a-5p/hsa-miR-4782-3p/hsa-miR-6766-3p,EGR3
78589,hsa-miR-137,ZNF516
78590,hsa-miR-203a-3p.1,STXBP6
78591,hsa-miR-190a-5p/hsa-miR-190b,CNGB3
78592,hsa-miR-21-5p/hsa-miR-590-5p,SOX6
78593,hsa-miR-155-5p,RAB11FIP2
78594,hsa-miR-501-3p/hsa-miR-502-3p,CCDC50
78595,hsa-miR-455-3p.1,GRSF1
78596,hsa-miR-10a-5p/hsa-miR-10b-5p,NR5A2
78597,hsa-miR-1297/hsa-miR-26a-5p/hsa-miR-26b-5p/hsa-miR-4465,CCDC6
78598,hsa-miR-410-3p,SMAD6
78599,hsa-miR-543,AASDHPPT
78600,hsa-miR-302c-3p.2/hsa-miR-520f-3p,SYNC
78601,hsa-miR-122-5p,G6PC
78602,hsa-miR-142-3p.1,NKX2-3
78603,hsa-miR-125a-5p/hsa-miR-125b-5p/hsa-miR-4319,GRIN2A
78604,hsa-miR-140-3p.2,PPP1CB
78605,hsa-miR-374a-5p/hsa-miR-374b-5p,RNF44
78606,hsa-miR-132-3p/hsa-miR-212-3p,RORB
78607,hsa-miR-100-5p/hsa-miR-99a-5p/hsa-miR-99b-5p,
78608,hsa-miR-199a-3p/hsa-miR-199b-3p/hsa-miR-3129-5p,COPS2
78609,hsa-miR-148a-3p/hsa-miR-148b-3p/hsa-miR-152-3p,PDE4D
78610,hsa-miR-325-3p,SCRN1
78611,hsa-miR-489-3p,HAS2
78612,hsa-miR-365a-3p/hsa-miR-365b-3p,FOXK1
78613,hsa-miR-223-3p,ELF2
78614,hsa-miR-653-5p,HSPA4L
78615,hsa-miR-139-5p,SOX5
78616,hsa-miR-505-3p.1,RNF115
78617,hsa-miR-218-5p,MIER3
78618,hsa-miR-202-5p,VANGL2
78619,hsa-miR-483-3p.2,CNOT6L
78620,hsa-miR-24-3p,TMEM115
78621,hsa-miR-18a-5p/hsa-miR-18b-5p/hsa-miR-4735-3p,PHF2
78622,hsa-miR-1298-5p,PDK3
78623,hsa-miR-204-5p/hsa-miR-211-5p,RRAGC
78624,hsa-miR-433-3p,KPNA1
78625,hsa-miR-376a-3p/hsa-miR-376b-3p,TMTC4
78626,hsa-miR-216b-5p,PURA
78627,hsa-miR-22-3p,MON2
78628,hsa-miR-383-5p.1,MGA
78629,hsa-miR-203a-3p.2,SLC4A4
78630,hsa-miR-455-3p.2,RYR3
78631,hsa-miR-19a-3p/hsa-miR-19b-3p,ADNP
78632,hsa-miR-455-5p,KIF3A
78633,hsa-miR-496.1,TOM1L2
78634,hsa-miR-452-5p/hsa-miR-4676-3p/hsa-miR-892c-3p,IGF1
78635,hsa-miR-369-3p,KCNJ3
78636,hsa-miR-188-5p/hsa-miR-6866-3p,TAB3
78637,hsa-miR-221-3p/hsa-miR-222-3p,PCMTD1
78638,hsa-miR-146a-5p/hsa-miR-146b-5p/hsa-miR-7153-5p,GMPS
78639,hsa-miR-361-5p,DYRK3
78640,hsa-miR-377-3p,SPICE1
78641,hsa-miR-224-5p,ZNF507
78642,hsa-miR-7-5p,TCF4
78643,hsa-miR-126-3p.1,
78644,hsa-miR-130a-5p/hsa-miR-23a-3p/hsa-miR-23b-3p/hsa-miR-23c,RBPMS2
78645,hsa-miR-6835-3p,ZCCHC14
78646,hsa-miR-15a-5p/hsa-miR-15b-5p/hsa-miR-16-5p/hsa-miR-195-5p/hsa-miR-424-5p/hsa-miR-497-5p/hsa-miR-6838-5p,SPTBN2
78647,hsa-miR-143-3p/hsa-miR-4770/hsa-miR-6088,BCL2
78648,hsa-miR-496.2,CYR61
78649,hsa-miR-196a-5p/hsa-miR-196b-5p,SLC9A6
78650,hsa-miR-3529-5p/hsa-miR-379-5p,
78651,hsa-miR-374c-5p/hsa-miR-655-3p,TTBK2
78652,hsa-miR-219a-2-3p,DCP2
78653,hsa-miR-194-5p,ATAD2B
78654,hsa-miR-199a-5p/hsa-miR-199b-5p,LCOR
78655,hsa-miR-28-3p,
78656,hsa-miR-140-5p,TULP4
78657,hsa-miR-342-3p,INO80
78658,hsa-miR-192-5p/hsa-miR-215-5p,LIMS1
78659,hsa-miR-409-3p,ZEB1
78660,hsa-miR-382-3p,MBNL3
78661,hsa-miR-483-3p.1,
78662,hsa-miR-324-5p,ATG9B
78663,hsa-miR-411-5p.1,
78664,hsa-miR-1224-5p,TFIP11
78665,hsa-miR-150-5p,GABRG2
78666,hsa-miR-378a-3p/hsa-miR-378b/hsa-miR-378c/hsa-miR-378d/hsa-miR-378e/hsa-miR-378f/hsa-miR-378h/hsa-miR-378i/hsa-miR-422a,IL1RAPL1
78667,hsa-miR-136-5p,TSC22D2
78668,hsa-miR-151a-3p,
78669,hsa-miR-873-5p.1,SLA
78670,hsa-miR-486-5p,EIF5A2
78671,hsa-miR-1306-5p,SPRED2
78672,hsa-miR-491-5p,TRIOBP
78673,hsa-miR-33a-5p/hsa-miR-33b-5p,PIP4K2C
78674,hsa-miR-544a,METTL8
78675,hsa-miR-425-5p,CAB39L
78676,hsa-miR-1249-3p,
78677,hsa-miR-330-3p,SMAD7
78678,hsa-miR-379-3p/hsa-miR-411-3p,AP3D1
78679,hsa-miR-28-5p/hsa-miR-3139/hsa-miR-708-5p,HNRNPK
78680,hsa-miR-532-3p,MBD6
78681,hsa-miR-668-3p,MOCS2
78682,hsa-miR-371a-5p,ANKRD45
78683,hsa-miR-448,IGSF10
78684,hsa-miR-338-3p,RAB30
78685,hsa-miR-873-5p.2,NPEPPS
78686,hsa-miR-205-5p,RAB9B
78687,hsa-miR-326/hsa-miR-330-5p,P2RY2
78688,hsa-miR-216a-5p,DPY19L1
78689,hsa-miR-154-3p/hsa-miR-487a-3p,STIM2
78690,hsa-miR-149-5p,HOXD4
78691,hsa-miR-1193/hsa-miR-370-5p,NEGR1
78692,hsa-miR-214-5p,FOXP2
78693,hsa-miR-542-3p,SH2D4B
78694,hsa-miR-494-3p,SHROOM3
78695,hsa-miR-504-5p.1,RRAGC
78696,hsa-miR-191-5p,
78697,hsa-miR-431-5p,BRPF3
78698,hsa-miR-384,ATG7
78699,hsa-miR-375,HSPH1
78700,hsa-miR-376c-3p,TESK2
78701,hsa-miR-383-5p.2,CSNK1D
78702,hsa-miR-217/hsa-miR-6807-3p,RTF1
78703,hsa-miR-1251-5p,
78704,hsa-miR-3064-5p/hsa-miR-6504-5p,EXT1
78705,hsa-miR-409-5p,
78706,hsa-miR-362-5p,PPP2CA
78707,hsa-miR-193a-3p/hsa-miR-193b-3p,ATOH8
78708,hsa-miR-411-5p.2,
78709,hsa-miR-488-3p,LSM10
78710,hsa-miR-296-3p,
78711,hsa-miR-335-5p,MOSPD1
78712,hsa-miR-877-5p,
78713,hsa-miR-299-3p,
78714,hsa-miR-154-5p,RBM7
78715,hsa-miR-296-5p,UBE2J1
78716,hsa-miR-346,KLF7
78717,hsa-miR-382-5p,GRK5
78718,hsa-miR-153-3p,SEMA4G
78719,hsa-miR-670-3p,PIGX
78720,hsa-miR-212-5p,FBXL4
78721,hsa-miR-186-5p,GLIPR1
78722,hsa-miR-532-5p,IRS2
78723,hsa-miR-875-5p,
78724,hsa-miR-505-3p.2,C16orf72
78725,hsa-miR-320a/hsa-miR-320b/hsa-miR-320c/hsa-miR-320d/hsa-miR-4429,GMCL1
78726,hsa-miR-760,CD248
78727,hsa-miR-3184-5p/hsa-miR-423-5p,BAZ2A
78728,hsa-miR-1197,CMTM4
78729,hsa-miR-485-3p/hsa-miR-539-3p,KPNA2
78730,hsa-miR-339-5p,WIPF3
78731,hsa-miR-665,CALR
78732,hsa-miR-451a,
78733,hsa-miR-187-3p,
78734,hsa-miR-328-3p,MPV17
78735,hsa-miR-493-3p,RND2
78736,hsa-miR-412-5p,
78737,hsa-miR-134-5p/hsa-miR-3118,GJC1
78738,hsa-miR-147b,
78739,hsa-miR-503-5p,SCAI
78740,hsa-miR-485-5p/hsa-miR-6884-5p,SHMT2
78741,hsa-miR-874-3p,FICD
78742,hsa-miR-329-3p/hsa-miR-362-3p,DCX
78743,hsa-miR-652-3p,
78744,hsa-miR-133a-3p.1,STAM
78745,hsa-miR-450a-5p,
78746,hsa-miR-487b-3p,
78747,hsa-miR-331-3p,RS1
78748,hsa-miR-184,
78749,hsa-miR-615-3p,
78750,hsa-miR-210-3p,
78751,hsa-miR-126-3p.2,
78752,hsa-miR-127-3p,
78753,hsa-miR-758-3p,CAMK2N1
78754,hsa-miR-423-3p,
78755,hsa-miR-744-5p,
78756,hsa-miR-490-3p,DIP2A
78757,hsa-miR-151a-5p/hsa-miR-151b,
78758,hsa-miR-551a/hsa-miR-551b-3p,
78759,hsa-miR-185-5p/hsa-miR-4306/hsa-miR-4644,PHLDB1
78760,hsa-miR-193a-5p,GRAMD1B
78761,hsa-miR-200b-3p/hsa-miR-200c-3p/hsa-miR-429,HS3ST1
78762,hsa-miR-182-5p,LUZP1
78763,hsa-miR-101-3p.2,ZNF654
78764,hsa-miR-130a-3p/hsa-miR-130b-3p/hsa-miR-301a-3p/hsa-miR-301b-3p/hsa-miR-3666/hsa-miR-4295/hsa-miR-454-3p,MBNL1
78765,hsa-miR-9-5p,ASB7
78766,hsa-miR-1271-5p/hsa-miR-96-5p,CELSR1
78767,hsa-miR-493-5p,MED13L
78768,hsa-miR-499a-5p,APC
78769,hsa-miR-208a-3p/hsa-miR-208b-3p,CDK14
78770,hsa-miR-128-3p/hsa-miR-216a-3p/hsa-miR-3681-3p,MVB12B
78771,hsa-miR-106a-5p/hsa-miR-106b-5p/hsa-miR-17-5p/hsa-miR-20a-5p/hsa-miR-20b-5p/hsa-miR-519d-3p/hsa-miR-526b-3p/hsa-miR-93-5p,TANC2
78772,hsa-miR-340-5p,Mar-07
78773,hsa-miR-142-3p.2,RABEP1
78774,hsa-miR-144-3p,KHDRBS3
78775,hsa-miR-27a-3p/hsa-miR-27b-3p,CLSTN2
78776,hsa-miR-145-5p/hsa-miR-5195-3p,RUNX3
78777,hsa-miR-101-3p.1,DDX3Y
78778,hsa-miR-141-3p/hsa-miR-200a-3p,SLC30A1
